"v11","v12","v13","v14","v15","v16","v17","v18","v19","v110","v111","v112","v32","v33","v34","v35","v5","v6","v7","v8","v9","v10","v11","v12","v13","y"
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5740,3,47,53,58.82,885,-4,67.1,80,23
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5550,10,74,40,38.84,5000,73,40.1,80,2
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5470,7,46,30,29.66,5000,44,29.3,300,3
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5320,11,45,25,27.68,5000,39,27.5,200,3
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5530,3,43,40,36.14,5000,-12,33.62,140,4
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5580,5,42,48,40.64,3608,24,39.38,100,7
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5510,5,50,45,36.86,5000,38,32.9,140,6
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5530,5,61,47,33.8,5000,56,35.6,200,3
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5620,9,61,43,37.04,5000,66,34.34,120,2
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5690,0,60,49,46.04,613,-27,59.72,300,8
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5780,5,53,61,57.92,488,-20,64.94,2,16
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5790,2,42,63,57.02,531,-15,71.06,50,9
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5760,3,60,70,58.64,508,7,66.56,70,24
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5700,4,82,57,50.36,1571,68,56.3,17,13
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5680,4,57,35,40.1,721,28,55.4,140,8
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5730,4,32,67,59.54,442,-9,75.74,200,9
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5710,5,77,57,57.38,902,54,60.44,250,10
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5720,4,71,42,44.96,1381,4,56.3,60,14
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5710,3,19,55,51.8,5000,-16,50,100,9
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5690,7,70,57,46.58,1292,-5,53.6,200,9
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5730,6,45,58,52.52,5000,-14,52.7,100,12
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5710,3,46,62,52.52,472,34,62.96,300,12
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5610,6,50,51,50,1404,42,54.5,120,8
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5680,5,69,61,51.44,944,35,55.76,100,9
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5540,5,54,35,33.26,5000,62,33.44,200,4
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5590,6,51,48,38.12,5000,44,42.08,300,9
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5690,6,63,59,52.88,2014,31,53.42,300,13
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5550,7,63,41,37.58,5000,56,37.22,250,5
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5620,7,57,58,46.76,5000,27,47.66,120,10
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5560,4,65,40,34.7,5000,59,35.24,140,5
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5440,5,44,35,33.08,5000,24,32.54,80,4
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5480,7,51,46,37.4,2490,29,47.48,300,7
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5620,5,73,39,39.56,5000,107,31.28,100,3
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5760,4,50,65,56.3,547,1,66.92,100,15
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5790,4,57,66,63.68,413,10,69.62,120,22
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5720,5,68,69,60.8,610,46,63.68,60,17
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5660,6,58,59,42.8,3638,81,51.26,120,7
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5710,5,65,64,56.3,3848,45,56.84,100,10
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5700,5,41,52,49.64,869,0,58.1,40,12
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5620,9,47,56,39.92,5000,43,38.3,140,6
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5650,6,46,55,40.82,5000,49,37.94,150,9
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5730,5,61,66,59.72,1148,31,60.8,100,19
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5810,4,55,74,67.28,856,4,75.38,100,21
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5690,4,71,67,52.52,314,60,59,120,11
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5680,6,77,41,42.98,5000,75,40.82,120,2
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5650,8,66,61,51.8,1410,20,55.22,140,12
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5760,7,78,74,63.14,1184,40,68.72,80,20
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5830,6,75,74,67.28,898,24,73.4,70,27
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5880,3,80,80,73.04,436,0,86.36,40,33
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5890,6,88,84,73.22,774,6,86,20,25
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5850,4,76,78,71.24,1181,50,79.88,17,31
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5730,5,71,67,49.82,4337,66,59.36,200,9
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5750,3,76,65,51.08,3644,86,59.36,70,5
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5780,8,92,68,64.76,1804,56,68,70,17
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5740,6,71,69,64.4,3234,77,62.78,80,19
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5730,6,64,66,60.44,3441,67,60.98,100,16
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5690,8,67,64,54.5,2962,80,59.36,120,9
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5650,6,66,61,53.78,2670,54,55.4,120,7
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5610,3,61,52,42.08,5000,76,42.08,150,5
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5570,9,81,48,41.72,5000,57,40.82,140,2
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5690,5,63,59,51.8,5000,46,51.26,140,12
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5830,4,71,74,71.78,898,-24,77.9,60,26
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5880,6,67,83,72.5,777,-1,82.58,30,27
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5860,3,64,78,68.72,1279,75,71.6,17,14
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5830,6,64,75,66.2,1046,69,68.72,80,11
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5870,4,69,84,74.12,1167,50,74.3,60,23
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5800,4,69,79,66.2,977,60,70.7,150,15
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5770,5,64,65,65.12,770,26,75.56,120,20
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5860,4,33,81,72.68,629,-11,86.36,140,15
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5870,7,38,84,76.1,337,-14,89.78,140,18
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5900,6,86,87,81.68,990,22,85.1,40,34
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5910,4,73,88,79.88,1204,56,79.88,100,24
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5830,3,63,79,70.88,2326,64,71.24,70,14
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5850,9,72,77,69.44,3389,56,68.72,80,13
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5830,6,82,81,73.22,2818,58,71.78,80,17
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5810,8,69,76,67.64,2394,54,69.62,90,22
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5840,7,72,82,68,1528,42,73.94,100,25
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5870,6,73,84,74.12,111,40,78.08,60,28
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5870,4,90,86,74.48,1899,45,76.46,40,29
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5860,3,80,80,67.28,1289,32,75.2,40,23
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5880,4,78,84,70.7,826,27,79.34,80,13
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5890,6,80,81,69.8,1105,39,74.12,80,26
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5870,8,74,85,71.42,1023,46,77.18,80,22
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5770,3,55,68,62.6,4291,60,62.24,200,9
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5790,4,65,65,56.48,3330,59,58.64,150,12
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5840,7,65,79,67.1,1233,30,70.52,100,14
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5910,5,72,81,70.88,1069,28,74.3,80,24
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5890,5,79,80,69.8,984,57,73.4,70,19
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5780,7,70,66,51.44,5000,45,51.26,200,4
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5750,7,58,64,56.48,4212,46,56.84,200,6
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5760,5,58,62,52.16,5000,52,49.82,250,12
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5730,5,77,74,64.04,1545,43,65.66,70,15
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5890,7,70,83,70.88,748,32,77,30,22
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5880,4,73,81,73.76,692,44,77.72,100,24
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5870,7,73,73,75.2,807,39,78.8,100,26
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5900,6,71,87,76.46,869,19,78.98,17,32
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5950,5,62,92,82.4,557,0,90.68,70,38
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5950,8,61,93,81.68,620,27,85.64,30,23
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5900,5,71,93,82.58,1404,33,84.74,70,19
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5890,8,77,86,71.42,898,21,80.6,60,19
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5860,7,71,76,69.44,377,-2,83.3,40,15
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5810,6,82,80,71.78,895,0,78.08,100,26
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5850,4,67,81,70.88,721,0,80.24,120,17
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5830,5,77,72,68.72,1853,10,70.88,70,29
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5840,5,78,75,69.26,2342,7,71.42,40,18
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5800,7,72,55,54.32,5000,56,51.62,70,3
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5790,3,71,61,50.54,4028,35,55.04,140,9
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5780,6,76,72,66.38,3795,31,66.92,70,23
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5800,6,73,75,67.1,3120,35,66.92,40,13
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5800,5,80,65,60.08,2667,17,63.5,100,7
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5770,5,75,64,55.94,308,25,68.72,140,11
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5750,4,68,61,59.54,2982,18,59.9,120,12
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5640,5,93,63,54.32,5000,30,52.7,70,5
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5640,7,57,62,54.32,5000,25,51.26,150,4
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5650,3,70,59,50.9,5000,38,47.66,200,5
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5840,4,73,72,63.14,830,0,72.14,70,17
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5880,3,77,71,67.64,711,-9,75.56,40,26
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5890,5,80,75,71.06,1049,-10,78.98,50,30
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5890,4,73,71,70.88,511,-39,83.84,17,18
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5890,5,19,71,70.52,5000,-40,67.64,80,12
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5830,8,77,71,67.1,337,-17,81.14,20,7
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5860,5,86,73,69.8,492,-2,82.22,7,28
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5830,5,76,71,69.44,1394,13,75.02,30,22
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5800,7,66,66,62.96,3146,27,64.04,50,18
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5730,4,84,64,56.3,5000,23,54.5,80,10
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5780,5,74,65,63.14,2270,-7,68.9,50,14
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5740,7,48,54,62.96,2191,-13,68.72,60,9
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5710,8,75,62,58.64,3448,12,58.64,60,12
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5690,6,74,56,52.34,5000,13,48.92,80,7
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5760,5,23,57,53.42,5000,-21,50.9,300,3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5800,6,19,60,57.02,5000,-19,54.32,200,7
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5810,7,59,61,55.76,2385,10,60.44,150,8
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5920,3,22,71,69.08,328,-40,80.6,150,6
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5860,7,19,70,62.78,5000,-29,61.7,300,5
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5810,2,47,69,60.98,469,-4,71.78,50,14
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5770,2,73,59,57.2,1541,18,63.14,20,16
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5710,4,67,49,44.24,5000,24,41.9,200,5
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5500,9,56,39,41.36,5000,15,41.72,120,3
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5810,5,59,54,54.5,5000,-28,53.6,70,5
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5860,0,25,60,61.52,5000,-38,63.5,140,4
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5900,0,24,62,62.6,5000,-36,60.08,150,11
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5850,5,41,65,59.54,2014,-20,69.98,200,6
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5780,3,50,66,59.72,436,1,70.34,4,8
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5770,2,81,62,60.62,1210,-17,67.82,30,12
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5750,2,85,60,59.72,501,-22,70.88,2,9
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5780,5,76,63,60.44,875,-15,68.9,0,7
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5750,6,58,58,42.62,5000,59,41.9,60,4
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5770,4,19,44,51.26,2280,-54,55.76,250,3
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5810,2,19,53,55.94,2047,-43,63.5,150,3
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5810,2,19,52,57.74,5000,-69,56.48,200,3
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5870,3,19,53,60.8,3720,-50,61.34,200,3
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5830,2,27,58,59,311,-24,69.98,200,3
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5780,4,19,48,54.14,2933,-40,59.9,300,5
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5810,3,19,51,58.28,3064,-33,62.78,200,3
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5760,0,32,62,56.12,826,-16,64.76,300,4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5680,0,58,40,46.94,5000,2,42.98,50,7
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5750,0,26,44,52.88,111,-52,68.18,40,5
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5750,0,19,53,51.98,5000,-26,51.08,150,3
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5720,0,19,53,52.7,5000,-31,51.44,70,2
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5760,3,19,55,58.1,948,-48,70.7,200,5
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5780,0,19,51,54.32,5000,-50,50.9,120,3
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5660,4,19,54,49.64,5000,-22,48.56,150,4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5680,3,52,49,48.38,5000,-19,45.68,70,6
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5650,5,19,48,47.12,5000,-28,45.32,150,3
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5710,4,19,51,51.08,5000,-25,48.38,300,4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5680,4,57,47,45.32,508,-10,58.64,100,3
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5730,3,53,51,49.28,111,-14,72.5,200,2
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5690,3,23,51,49.28,5000,-36,51.26,70,3
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5650,3,61,50,46.58,3704,18,46.94,40,5
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5550,4,85,39,41,5000,8,39.92,100,1
